pdfs/1676632383158_TATA%20IPL%202023%20-%20Match%20Schedule.pdf

Date,Year,Time,Teams,Venue,Match Type,Result
May 3,2011,8:00 PM IST,Kolkata Knight Riders vs Deccan Chargers,Rajiv Gandhi International Stadium, Uppal, Hyderabad,League,Kolkata Knight Riders Won by 20 Run(s)
May 4,2011,4:00 PM IST,Mumbai Indians vs Pune Warriors India,Dr DY Patil Sports Academy, Mumbai,League,Mumbai Indians Won by 21 Run(s)
May 4,2011,8:00 PM IST,Rajasthan Royals vs Chennai Super Kings,MA Chidambaram Stadium, Chepauk, Chennai,League,Chennai Super Kings Won by 8 Wicket(s)
May 5,2011,4:00 PM IST,Deccan Chargers vs Delhi Capitals,Rajiv Gandhi International Stadium, Uppal, Hyderabad,League,Delhi Capitals Won by 4 Wicket(s)
May 5,2011,8:00 PM IST,Kochi Tuskers Kerala vs Kolkata Knight Riders,Nehru Stadium, Kochi,League,Kochi Tuskers Kerala Won by 17 Run(s)
May 6,2011,8:00 PM IST,Royal Challengers Bangalore vs Kings XI Punjab,M Chinnaswamy Stadium, Bangalore,League,Royal Challengers Bangalore Won by 85 Run(s)
May 7,2011,4:00 PM IST,Mumbai Indians vs Delhi Capitals,Wankhede Stadium, Mumbai,League,Mumbai Indians Won by 32 Run(s)
May 7,2011,8:00 PM IST,Chennai Super Kings vs Kolkata Knight Riders,Eden Gardens, Kolkata,League,Kolkata Knight Riders Won by DL Method
May 8,2011,4:00 PM IST,Kochi Tuskers Kerala vs Royal Challengers Bangalore,M Chinnaswamy Stadium, Bangalore,League,Royal Challengers Bangalore Won by 9 Wicket(s)
May 8,2011,8:00 PM IST,Kings XI Punjab vs Pune Warriors India,Punjab Cricket Association Stadium, Mohali, Chandigarh,League,Pune Warriors India Won by 5 Wicket(s)
May 9,2011,8:00 PM IST,Chennai Super Kings vs Rajasthan Royals,Sawai Mansingh Stadium, Jaipur,League,Chennai Super Kings Won by 63 Run(s)
May 10,2011,4:00 PM IST,Kings XI Punjab vs Mumbai Indians,Punjab Cricket Association Stadium, Mohali, Chandigarh,League,Kings XI Punjab Won by 76 Run(s)
May 10,2011,8:00 PM IST,Deccan Chargers vs Pune Warriors India,Rajiv Gandhi International Stadium, Uppal, Hyderabad,League,Pune Warriors India Won by 6 Wicket(s)
May 11,2011,8:00 PM IST,Rajasthan Royals vs Royal Challengers Bangalore,Sawai Mansingh Stadium, Jaipur,League,Royal Challengers Bangalore Won by 9 Wicket(s)
May 12,2011,8:00 PM IST,Chennai Super Kings vs Delhi Capitals,MA Chidambaram Stadium, Chepauk, Chennai,League,Chennai Super Kings Won by 18 Run(s)
May 13,2011,8:00 PM IST,Kochi Tuskers Kerala vs Kings XI Punjab,Holkar Cricket Stadium, Indore,League,Kings XI Punjab Won by 6 Wicket(s)
May 14,2011,4:00 PM IST,Deccan Chargers vs Mumbai Indians,Wankhede Stadium, Mumbai,League,Deccan Chargers Won by 10 Run(s)
May 14,2011,8:00 PM IST,Kolkata Knight Riders vs Royal Challengers Bangalore,M Chinnaswamy Stadium, Bangalore,League,Royal Challengers Bangalore Won by DL Method
May 15,2011,4:00 PM IST,Rajasthan Royals vs Kochi Tuskers Kerala,Holkar Cricket Stadium, Indore,League,Kochi Tuskers Kerala Won by 8 Wicket(s)
May 15,2011,8:00 PM IST,Kings XI Punjab vs Delhi Capitals,Himachal Pradesh Cricket Association Stadium, Dharamsala,League,Kings XI Punjab Won by 29 Run(s)
May 16,2011,8:00 PM IST,Pune Warriors India vs Deccan Chargers,Dr DY Patil Sports Academy, Mumbai,League,Deccan Chargers Won by 6 Wicket(s)
May 17,2011,8:00 PM IST,Kings XI Punjab vs Royal Challengers Bangalore,Himachal Pradesh Cricket Association Stadium, Dharamsala,League,Kings XI Punjab Won by 111 Run(s)
May 18,2011,8:00 PM IST,Chennai Super Kings vs Kochi Tuskers Kerala,MA Chidambaram Stadium, Chepauk, Chennai,League,Chennai Super Kings Won by 11 Run(s)
May 19,2011,8:00 PM IST,Pune Warriors India vs Kolkata Knight Riders,Dr DY Patil Sports Academy, Mumbai,League,Kolkata Knight Riders Won by 7 Wicket(s)
May 20,2011,8:00 PM IST,Mumbai Indians vs Rajasthan Royals,Wankhede Stadium, Mumbai,League,Rajasthan Royals Won by 10 Wicket(s)
May 21,2011,4:00 PM IST,Delhi Capitals vs Pune Warriors India,Feroz Shah Kotla, Delhi,League,No Result
May 21,2011,8:00 PM IST,Deccan Chargers vs Kings XI Punjab,Himachal Pradesh Cricket Association Stadium, Dharamsala,League,Deccan Chargers Won by 82 Run(s)
May 22,2011,4:00 PM IST,Kolkata Knight Riders vs Mumbai Indians,Eden Gardens, Kolkata,League,Mumbai Indians Won by 5 Wicket(s)
May 22,2011,8:00 PM IST,Chennai Super Kings vs Royal Challengers Bangalore,M Chinnaswamy Stadium, Bangalore,League,Royal Challengers Bangalore Won by 8 Wicket(s)
May 24,2011,8:00 PM IST,Royal Challengers Bangalore vs Chennai Super Kings,Wankhede Stadium, Mumbai,Qualifier,Chennai Super Kings Won by 6 Wicket(s)
May 25,2011,8:00 PM IST,Kolkata Knight Riders vs Mumbai Indians,Wankhede Stadium, Mumbai,Eliminator,Mumbai Indians Won by 4 Wicket(s)
May 27,2011,8:00 PM IST,Royal Challengers Bangalore vs Chennai Super Kings,MA Chidambaram Stadium, Chepauk, Chennai,Qualifier,Royal Challengers Bangalore Won by 43 Run(s)
May 28,2011,8:00 PM IST,Chennai Super Kings vs Royal Challengers Bangalore,MA Chidambaram Stadium, Chepauk, Chennai,Final,Chennai Super Kings Won by 58 Run(s)
Winner of season: Chennai Super Kings
2011


pdfs/ipl-2012-schedule-pdf.pdf

Date,Year,Time,Teams,Venue,Match Type,Result
April 4,2012,8:00 PM IST,Chennai Super Kings vs Mumbai Indians,MA Chidambaram Stadium Chepauk Chennai,League,Mumbai Indians Won by 8 Wicket(s)
April 5,2012,8:00 PM IST,Kolkata Knight Riders vs Delhi Capitals,Eden Gardens Kolkata,League,Delhi Capitals Won by 8 Wicket(s)
April 6,2012,4:00 PM IST,Pune Warriors India vs Mumbai Indians,Wankhede Stadium Mumbai,League,Pune Warriors India Won by 28 Run(s)
April 6,2012,8:00 PM IST,Rajasthan Royals vs Kings XI Punjab,Sawai Mansingh Stadium Jaipur,League,Rajasthan Royals Won by 31 Run(s)
April 7,2012,4:00 PM IST,Royal Challengers Bangalore vs Delhi Capitals,M Chinnaswamy Stadium Bangalore,League,Royal Challengers Bangalore Won by 20 Run(s)
April 7,2012,8:00 PM IST,Chennai Super Kings vs Deccan Chargers,Dr YS Rajasekhara Reddy ACA-VDCA Cricket Stadium Visakhapatnam,League,Chennai Super Kings Won by 74 Run(s)
April 8,2012,4:00 PM IST,Pune Warriors India vs Kings XI Punjab,Subrata Roy Sahara Stadium Pune,League,Pune Warriors India Won by 22 Run(s)
April 8,2012,8:00 PM IST,Rajasthan Royals vs Kolkata Knight Riders,Sawai Mansingh Stadium Jaipur,League,Rajasthan Royals Won by 22 Run(s)
April 9,2012,8:00 PM IST,Deccan Chargers vs Mumbai Indians,Dr YS Rajasekhara Reddy ACA-VDCA Cricket Stadium Visakhapatnam,League,Mumbai Indians Won by 5 Wicket(s)
April 10,2012,4:00 PM IST,Kolkata Knight Riders vs Royal Challengers Bangalore,M Chinnaswamy Stadium Bangalore,League,Kolkata Knight Riders Won by 42 Run(s)
April 10,2012,8:00 PM IST,Chennai Super Kings vs Delhi Capitals,Feroz Shah Kotla Delhi,League,Delhi Capitals Won by 8 Wicket(s)
April 11,2012,8:00 PM IST,Mumbai Indians vs Rajasthan Royals,Wankhede Stadium Mumbai,League,Mumbai Indians Won by 27 Run(s)
April 12,2012,4:00 PM IST,Pune Warriors India vs Kings XI Punjab,Punjab Cricket Association Stadium Mohali Chandigarh,League,Kings XI Punjab Won by 7 Wicket(s)
April 12,2012,8:00 PM IST,Royal Challengers Bangalore vs Chennai Super Kings,MA Chidambaram Stadium Chepauk Chennai,League,Chennai Super Kings Won by 5 Wicket(s)
April 13,2012,8:00 PM IST,Rajasthan Royals vs Kolkata Knight Riders,Eden Gardens Kolkata,League,Kolkata Knight Riders Won by 5 Wicket(s)
April 14,2012,8:00 PM IST,Chennai Super Kings vs Pune Warriors India,Subrata Roy Sahara Stadium Pune,League,Pune Warriors India Won by 7 Wicket(s)
April 15,2012,4:00 PM IST,Rajasthan Royals vs Royal Challengers Bangalore,M Chinnaswamy Stadium Bangalore,League,Rajasthan Royals Won by 59 Run(s)
April 15,2012,8:00 PM IST,Kings XI Punjab vs Kolkata Knight Riders,Eden Gardens Kolkata,League,Kings XI Punjab Won by 2 Run(s)
April 16,2012,8:00 PM IST,Mumbai Indians vs Delhi Capitals,Wankhede Stadium Mumbai,League,Delhi Capitals Won by 7 Wicket(s)
April 17,2012,4:00 PM IST,Deccan Chargers vs Rajasthan Royals,Sawai Mansingh Stadium Jaipur,League,Rajasthan Royals Won by 5 Wicket(s)
April 17,2012,8:00 PM IST,Pune Warriors India vs Royal Challengers Bangalore,M Chinnaswamy Stadium Bangalore,League,Royal Challengers Bangalore Won by 6 Wicket(s)
April 18,2012,8:00 PM IST,Kings XI Punjab vs Kolkata Knight Riders,Punjab Cricket Association Stadium Mohali Chandigarh,League,Kolkata Knight Riders Won by 8 Wicket(s)
April 19,2012,4:00 PM IST,Chennai Super Kings vs Pune Warriors India,MA Chidambaram Stadium Chepauk Chennai,League,Chennai Super Kings Won by 13 Run(s)
April 19,2012,8:00 PM IST,Deccan Chargers vs Delhi Capitals,Feroz Shah Kotla Delhi,League,Delhi Capitals Won by 5 Wicket(s)
April 20,2012,8:00 PM IST,Kings XI Punjab vs Royal Challengers Bangalore,Punjab Cricket Association Stadium Mohali Chandigarh,League,Royal Challengers Bangalore Won by 5 Wicket(s)
April 21,2012,4:00 PM IST,Rajasthan Royals vs Chennai Super Kings,MA Chidambaram Stadium Chepauk Chennai,League,Chennai Super Kings Won by 7 Wicket(s)
April 21,2012,8:00 PM IST,Pune Warriors India vs Delhi Capitals,Feroz Shah Kotla Delhi,League,Pune Warriors India Won by 20 Run(s)
April 22,2012,4:00 PM IST,Mumbai Indians vs Kings XI Punjab,Wankhede Stadium Mumbai,League,Kings XI Punjab Won by 6 Wicket(s)
April 22,2012,8:00 PM IST,Deccan Chargers vs Kolkata Knight Riders,Barabati Stadium Cuttack,League,Kolkata Knight Riders Won by 5 Wicket(s)
April 23,2012,8:00 PM IST,Royal Challengers Bangalore vs Rajasthan Royals,Sawai Mansingh Stadium Jaipur,League,Royal Challengers Bangalore Won by 46 Run(s)
April 24,2012,8:00 PM IST,Pune Warriors India vs Delhi Capitals,Subrata Roy Sahara Stadium Pune,League,Delhi Capitals Won by 8 Wicket(s)
April 25,2012,8:00 PM IST,Kings XI Punjab vs Mumbai Indians,Punjab Cricket Association Stadium Mohali Chandigarh,League,Mumbai Indians Won by 4 Wicket(s)
April 26,2012,8:00 PM IST,Deccan Chargers vs Pune Warriors India,Subrata Roy Sahara Stadium Pune,League,Deccan Chargers Won by 18 Run(s)
April 27,2012,8:00 PM IST,Delhi Capitals vs Mumbai Indians,Feroz Shah Kotla Delhi,League,Delhi Capitals Won by 37 Run(s)
April 28,2012,4:00 PM IST,Kings XI Punjab vs Chennai Super Kings,MA Chidambaram Stadium Chepauk Chennai,League,Kings XI Punjab Won by 7 Run(s)
April 28,2012,8:00 PM IST,Kolkata Knight Riders vs Royal Challengers Bangalore,Eden Gardens Kolkata,League,Kolkata Knight Riders Won by 47 Run(s)
April 29,2012,4:00 PM IST,Delhi Capitals vs Rajasthan Royals,Feroz Shah Kotla Delhi,League,Delhi Capitals Won by 1 Run(s)
April 29,2012,8:00 PM IST,Deccan Chargers vs Mumbai Indians,Wankhede Stadium Mumbai,League,Mumbai Indians Won by 5 Wicket(s)
April 30,2012,8:00 PM IST,Chennai Super Kings vs Kolkata Knight Riders,MA Chidambaram Stadium Chepauk Chennai,League,Kolkata Knight Riders Won by 5 Wicket(s)
May 1,2012,4:00 PM IST,Deccan Chargers vs Pune Warriors India,Barabati Stadium Cuttack,League,Deccan Chargers Won by 13 Run(s)
May 1,2012,8:00 PM IST,Rajasthan Royals vs Delhi Capitals,Sawai Mansingh Stadium Jaipur,League,Delhi Capitals Won by 6 Wicket(s)
May 2,2012,8:00 PM IST,Royal Challengers Bangalore vs Kings XI Punjab,M Chinnaswamy Stadium Bangalore,League,Kings XI Punjab Won by 4 Wicket(s)
May 3,2012,8:00 PM IST,Mumbai Indians vs Pune Warriors India,Subrata Roy Sahara Stadium Pune,League,Mumbai Indians Won by 1 Run(s)
May 4,2012,8:00 PM IST,Chennai Super Kings vs Deccan Chargers,MA Chidambaram Stadium Chepauk Chennai,League,Chennai Super Kings Won by 10 Run(s)
May 5,2012,4:00 PM IST,Kolkata Knight Riders vs Pune Warriors India,Eden Gardens Kolkata,League,Kolkata Knight Riders Won by 7 Run(s)
May 5,2012,8:00 PM IST,Rajasthan Royals vs Kings XI Punjab,Punjab Cricket Association Stadium Mohali Chandigarh,League,Rajasthan Royals Won by 43 Run(s)
May 6,2012,4:00 PM IST,Deccan Chargers vs Royal Challengers Bangalore,M Chinnaswamy Stadium Bangalore,League,Royal Challengers Bangalore Won by 5 Wicket(s)
May 6,2012,8:00 PM IST,Chennai Super Kings vs Mumbai Indians,Wankhede Stadium Mumbai,League,Mumbai Indians Won by 2 Wicket(s)
May 7,2012,8:00 PM IST,Delhi Capitals vs Kolkata Knight Riders,Feroz Shah Kotla Delhi,League,Kolkata Knight Riders Won by 6 Wicket(s)
May 8,2012,4:00 PM IST,Kings XI Punjab vs Deccan Chargers,Rajiv Gandhi International Stadium Uppal Hyderabad,League,Kings XI Punjab Won by 25 Run(s)
May 8,2012,8:00 PM IST,Pune Warriors India vs Rajasthan Royals,Subrata Roy Sahara Stadium Pune,League,Rajasthan Royals Won by 7 Wicket(s)
May 9,2012,8:00 PM IST,Mumbai Indians vs Royal Challengers Bangalore,Wankhede Stadium Mumbai,League,Royal Challengers Bangalore Won by 9 Wicket(s)
May 10,2012,4:00 PM IST,Deccan Chargers vs Delhi Capitals,Rajiv Gandhi International Stadium Uppal Hyderabad,League,Delhi Capitals Won by 9 Wicket(s)
May 10,2012,8:00 PM IST,Rajasthan Royals vs Chennai Super Kings,Sawai Mansingh Stadium Jaipur,League,Chennai Super Kings Won by 4 Wicket(s)
May 11,2012,8:00 PM IST,Royal Challengers Bangalore vs Pune Warriors India,Subrata Roy Sahara Stadium Pune,League,Royal Challengers Bangalore Won by 35 Run(s)
May 12,2012,4:00 PM IST,Mumbai Indians vs Kolkata Knight Riders,Eden Gardens Kolkata,League,Mumbai Indians Won by 27 Run(s)
May 12,2012,8:00 PM IST,Delhi Capitals vs Chennai Super Kings,MA Chidambaram Stadium Chepauk Chennai,League,Chennai Super Kings Won by 9 Wicket(s)
May 13,2012,4:00 PM IST,Rajasthan Royals vs Pune Warriors India,Sawai Mansingh Stadium Jaipur,League,Rajasthan Royals Won by 45 Run(s)
May 13,2012,8:00 PM IST,Deccan Chargers vs Kings XI Punjab,Punjab Cricket Association Stadium Mohali Chandigarh,League,Kings XI Punjab Won by 4 Wicket(s)
May 14,2012,4:00 PM IST,Royal Challengers Bangalore vs Mumbai Indians,M Chinnaswamy Stadium Bangalore,League,Mumbai Indians Won by 5 Wicket(s)
May 14,2012,8:00 PM IST,Kolkata Knight Riders vs Chennai Super Kings,Eden Gardens Kolkata,League,Chennai Super Kings Won by 5 Wicket(s)
May 15,2012,8:00 PM IST,Kings XI Punjab vs Delhi Capitals,Feroz Shah Kotla Delhi,League,Delhi Capitals Won by 5 Wicket(s)
May 16,2012,8:00 PM IST,Kolkata Knight Riders vs Mumbai Indians,Wankhede Stadium Mumbai,League,Kolkata Knight Riders Won by 32 Run(s)
May 17,2012,4:00 PM IST,Chennai Super Kings vs Kings XI Punjab,Himachal Pradesh Cricket Association Stadium Dharamsala,League,Kings XI Punjab Won by 6 Wicket(s)
May 17,2012,8:00 PM IST,Royal Challengers Bangalore vs Delhi Capitals,Feroz Shah Kotla Delhi,League,Royal Challengers Bangalore Won by 21 Run(s)
May 18,2012,8:00 PM IST,Rajasthan Royals vs Deccan Chargers,Rajiv Gandhi International Stadium Uppal Hyderabad,League,Deccan Chargers Won by 5 Wicket(s)
May 19,2012,4:00 PM IST,Kings XI Punjab vs Delhi Capitals,Himachal Pradesh Cricket Association Stadium Dharamsala,League,Delhi Capitals Won by 6 Wicket(s)
May 19,2012,8:00 PM IST,Kolkata Knight Riders vs Pune Warriors India,Subrata Roy Sahara Stadium Pune,League,Kolkata Knight Riders Won by 34 Run(s)
May 20,2012,4:00 PM IST,Deccan Chargers vs Royal Challengers Bangalore,Rajiv Gandhi International Stadium Uppal Hyderabad,League,Deccan Chargers Won by 9 Run(s)
May 20,2012,8:00 PM IST,Rajasthan Royals vs Mumbai Indians,Sawai Mansingh Stadium Jaipur,League,Mumbai Indians Won by 10 Wicket(s)
May 22,2012,8:00 PM IST,Kolkata Knight Riders vs Delhi Capitals,Subrata Roy Sahara Stadium Pune,Qualifier,Kolkata Knight Riders Won by 18 Run(s)
May 23,2012,8:00 PM IST,Chennai Super Kings vs Mumbai Indians,M Chinnaswamy Stadium Bangalore,Eliminator,Chennai Super Kings Won by 38 Run(s)
May 25,2012,8:00 PM IST,Chennai Super Kings vs Delhi Capitals,MA Chidambaram Stadium Chepauk Chennai,Qualifier,Chennai Super Kings Won by 86 Run(s)
May 27,2012,8:00 PM IST,Chennai Super Kings vs Kolkata Knight Riders,MA Chidambaram Stadium Chepauk Chennai,Final,Kolkata Knight Riders Won by 5 Wicket(s)
Winner of season: Kolkata Knight Riders
2012


pdfs/ipl-2013-schedule.pdf

Date,Year,Time,Teams,Venue,Match Type,Result
03-Apr,2013,8pm,Kolkata Knight Riders vs Delhi Daredevils,Kolkata,League,
04-Apr,2013,8pm,Royal Challengers Bangalore vs Mumbai Indians,Bangalore,League,
05-Apr,2013,8pm,Sunrisers Hyderabad vs Pune Warriors India,Hyderabad,League,
06-Apr,2013,4pm,Delhi Daredevils vs Rajasthan Royals,Delhi,League,
06-Apr,2013,8pm,Chennai Super Kings vs Mumbai Indians,Chennai,League,
07-Apr,2013,4pm,Pune Warriors India vs Royal Challengers Bangalore,Pune,League,
07-Apr,2013,8pm,Sunrisers Hyderabad vs Kolkata Knight Riders,Hyderabad,League,
08-Apr,2013,8pm,Rajasthan Royals vs Kings XI Punjab,Jaipur,League,
09-Apr,2013,8pm,Mumbai Indians vs Delhi Daredevils,Mumbai,League,
10-Apr,2013,8pm,Kings XI Punjab vs Chennai Super Kings,Mohali,League,
11-Apr,2013,4pm,Royal Challengers Bangalore vs Kolkata Knight Riders,Bangalore,League,
11-Apr,2013,8pm,Pune Warriors India vs Rajasthan Royals,Pune,League,
12-Apr,2013,8pm,Delhi Daredevils vs Sunrisers Hyderabad,Delhi,League,
13-Apr,2013,4pm,Mumbai Indians vs Pune Warriors India,Mumbai,League,
13-Apr,2013,8pm,Chennai Super Kings vs Royal Challengers Bangalore,Chennai,League,
14-Apr,2013,4pm,Kolkata Knight Riders vs Sunrisers Hyderabad,Kolkata,League,
14-Apr,2013,8pm,Rajasthan Royals vs Kings XI Punjab,Jaipur,League,
15-Apr,2013,8pm,Chennai Super Kings vs Kings XI Punjab,Chennai,League,
16-Apr,2013,4pm,Kings XI Punjab vs Royal Challengers Bangalore,Mohali,League,
16-Apr,2013,8pm,Rajasthan Royals vs Pune Warriors India,Jaipur,League,
17-Apr,2013,4pm,Delhi Daredevils vs Kolkata Knight Riders,Delhi,League,
17-Apr,2013,8pm,Sunrisers Hyderabad vs Mumbai Indians,Hyderabad,League,
18-Apr,2013,8pm,Pune Warriors India vs Chennai Super Kings,Pune,League,
19-Apr,2013,4pm,Royal Challengers Bangalore vs Kings XI Punjab,Bangalore,League,
19-Apr,2013,8pm,Delhi Daredevils vs Rajasthan Royals,Delhi,League,
20-Apr,2013,4pm,Kolkata Knight Riders vs Mumbai Indians,Kolkata,League,
20-Apr,2013,8pm,Royal Challengers Bangalore vs Chennai Super Kings,Bangalore,League,
21-Apr,2013,4pm,Delhi Daredevils vs Pune Warriors India,Delhi,League,
22-Apr,2013,8pm,Kings XI Punjab vs Rajasthan Royals,Mohali,League,
23-Apr,2013,4pm,Chennai Super Kings vs Royal Challengers Bangalore,Chennai,League,
23-Apr,2013,8pm,Kolkata Knight Riders vs Delhi Daredevils,Kolkata,League,
24-Apr,2013,8pm,Chennai Super Kings vs Sunrisers Hyderabad,Chennai,League,
25-Apr,2013,8pm,Kolkata Knight Riders vs Kings XI Punjab,Kolkata,League,
26-Apr,2013,4pm,Rajasthan Royals vs Sunrisers Hyderabad,Jaipur,League,
27-Apr,2013,8pm,Mumbai Indians vs Royal Challengers Bangalore,Mumbai,League,
28-Apr,2013,4pm,Chennai Super Kings vs Kolkata Knight Riders,Chennai,League,
28-Apr,2013,8pm,Delhi Daredevils vs Pune Warriors India,Raipur,League,
29-Apr,2013,4pm,Rajasthan Royals vs Royal Challengers Bangalore,Jaipur,League,
29-Apr,2013,8pm,Mumbai Indians vs Kings XI Punjab,Mumbai,League,
30-Apr,2013,8pm,Pune Warriors India vs Chennai Super Kings,Pune,League,
30-Apr,2013,4pm,Sunrisers Hyderabad vs Mumbai Indians,Hyderabad,League,
01-May,2013,8pm,Delhi Daredevils vs Kolkata Knight Riders,Raipur,League,
02-May,2013,4pm,Chennai Super Kings vs Kings XI Punjab,Chennai,League,
02-May,2013,8pm,Pune Warriors India vs Royal Challengers Bangalore,Pune,League,
03-May,2013,8pm,Kolkata Knight Riders vs Rajasthan Royals,Kolkata,League,
04-May,2013,4pm,Sunrisers Hyderabad vs Delhi Daredevils,Hyderabad,League,
04-May,2013,8pm,Royal Challengers Bangalore vs Kings XI Punjab,Bangalore,League,
05-May,2013,4pm,Mumbai Indians vs Chennai Super Kings,Mumbai,League,
05-May,2013,8pm,Rajasthan Royals vs Sunrisers Hyderabad,Jaipur,League,
06-May,2013,8pm,Royal Challengers Bangalore vs Delhi Daredevils,Bangalore,League,
07-May,2013,4pm,Rajasthan Royals vs Sunrisers Hyderabad,Jaipur,League,
07-May,2013,8pm,Mumbai Indians vs Kolkata Knight Riders,Mumbai,League,
08-May,2013,8pm,Sunrisers Hyderabad vs Chennai Super Kings,Hyderabad,League,
09-May,2013,4pm,Kings XI Punjab vs Rajasthan Royals,Mohali,League,
09-May,2013,8pm,Pune Warriors India vs Kolkata Knight Riders,Pune,League,
10-May,2013,8pm,Delhi Daredevils vs Royal Challengers Bangalore,Delhi,League,
11-May,2013,4pm,Pune Warriors India vs Mumbai Indians,Pune,League,
11-May,2013,8pm,Kings XI Punjab vs Sunrisers Hyderabad,Mohali,League,
12-May,2013,4pm,Kolkata Knight Riders vs Royal Challengers Bangalore,Ranchi,League,
12-May,2013,8pm,Rajasthan Royals vs Chennai Super Kings,Jaipur,League,
13-May,2013,8pm,Delhi Daredevils vs Mumbai Indians,Mumbai,League,
14-May,2013,8pm,Kings XI Punjab vs Sunrisers Hyderabad,Dharamsala,League,
15-May,2013,8pm,Kolkata Knight Riders vs Delhi Daredevils,Chennai,League,
16-May,2013,4pm,Mumbai Indians vs Chennai Super Kings,Mumbai,League,
16-May,2013,8pm,Kings XI Punjab vs Royal Challengers Bangalore,Dharamsala,League,
17-May,2013,8pm,Sunrisers Hyderabad vs Rajasthan Royals,Hyderabad,League,
18-May,2013,4pm,Kings XI Punjab vs Mumbai Indians,Dharamsala,League,
18-May,2013,8pm,Pune Warriors India vs Delhi Daredevils,Pune,League,
19-May,2013,8pm,Royal Challengers Bangalore vs Sunrisers Hyderabad,Bangalore,League,
21-May,2013,8pm,First Placed Team vs Second Placed Team,Chennai,Qualifier 1,
22-May,2013,8pm,Third Placed Team vs Fourth Placed Team,Chennai,Eliminator,
24-May,2013,8pm,Winner of Eliminator vs Loser of Qualifier 1,Kolkata,Qualifier 2,
26-May,2013,8pm,Winner of Qualifier 1 vs Winner of Qualifier 2,Kolkata,Final,
Winner of season: Mumbai Indians
2013


pdfs/IPL-2014.pdf

Date,Year,Time,Teams,Venue,Match Type,Result
Apr 16,2014,14:30 GMT,Mumbai Indians vs Kolkata Knight Riders,Sheikh Zayed Stadium, Abu Dhabi,League,
Apr 17,2014,14:30 GMT,Delhi Daredevils vs Royal Challengers Bangalore,Sharjah Cricket Association Stadium, Sharjah,League,
Apr 18,2014,10:30 GMT,Chennai Super Kings vs Kings XI Punjab,Sheikh Zayed Stadium, Abu Dhabi,League,
Apr 18,2014,14:30 GMT,Sunrisers Hyderabad vs Rajasthan Royals,Sheikh Zayed Stadium, Abu Dhabi,League,
Apr 19,2014,10:30 GMT,Royal Challengers Bangalore vs Mumbai Indians,Dubai International Cricket Stadium, Dubai,League,
Apr 19,2014,14:30 GMT,Kolkata Knight Riders vs Delhi Daredevils,Dubai International Cricket Stadium, Dubai,League,
Apr 20,2014,14:30 GMT,Rajasthan Royals vs Kings XI Punjab,Sharjah Cricket Association Stadium, Sharjah,League,
Apr 21,2014,14:30 GMT,Chennai Super Kings vs Delhi Daredevils,Sheikh Zayed Stadium, Abu Dhabi,League,
Apr 22,2014,14:30 GMT,Kings XI Punjab vs Sunrisers Hyderabad,Sharjah Cricket Association Stadium, Sharjah,League,
Apr 23,2014,14:30 GMT,Rajasthan Royals vs Chennai Super Kings,Dubai International Cricket Stadium, Dubai,League,
Apr 24,2014,14:30 GMT,Royal Challengers Bangalore vs Kolkata Knight Riders,Sharjah Cricket Association Stadium, Sharjah,League,
Apr 25,2014,10:30 GMT,Sunrisers Hyderabad vs Delhi Daredevils,Dubai International Cricket Stadium, Dubai,League,
Apr 25,2014,14:30 GMT,Chennai Super Kings vs Mumbai Indians,Dubai International Cricket Stadium, Dubai,League,
Apr 26,2014,10:30 GMT,Rajasthan Royals vs Royal Challengers Bangalore,Sheikh Zayed Stadium, Abu Dhabi,League,
Apr 26,2014,14:30 GMT,Kings XI Punjab vs Kolkata Knight Riders,Sheikh Zayed Stadium, Abu Dhabi,League,
Apr 27,2014,10:30 GMT,Delhi Daredevils vs Mumbai Indians,Sharjah Cricket Association Stadium, Sharjah,League,
Apr 27,2014,14:30 GMT,Sunrisers Hyderabad vs Chennai Super Kings,Sharjah Cricket Association Stadium, Sharjah,League,
Apr 28,2014,14:30 GMT,Royal Challengers Bangalore vs Kings XI Punjab,Dubai International Cricket Stadium, Dubai,League,
Apr 29,2014,14:30 GMT,Kolkata Knight Riders vs Rajasthan Royals,Sheikh Zayed Stadium, Abu Dhabi,League,
Apr 30,2014,14:30 GMT,Mumbai Indians vs Sunrisers Hyderabad,Dubai International Cricket Stadium, Dubai,League,
May 2,2014,14:30 GMT,Chennai Super Kings vs Kolkata Knight Riders,JSCA International Cricket Stadium, Ranchi,League,
May 3,2014,10:30 GMT,Mumbai Indians vs Kings XI Punjab,Wankhede Stadium, Mumbai,League,
May 3,2014,14:30 GMT,Delhi Daredevils vs Rajasthan Royals,Feroz Shah Kotla, Delhi,League,
May 4,2014,14:30 GMT,Royal Challengers Bangalore vs Sunrisers Hyderabad,M.Chinnaswamy Stadium, Bangalore,League,
May 5,2014,10:30 GMT,Rajasthan Royals vs Kolkata Knight Riders,Sardar Patel Stadium Motera, Ahmedabad,League,
May 5,2014,14:30 GMT,Delhi Daredevils vs Chennai Super Kings,Feroz Shah Kotla, Delhi,League,
May 6,2014,14:30 GMT,Mumbai Indians vs Royal Challengers Bangalore,Wankhede Stadium, Mumbai,League,
May 7,2014,10:30 GMT,Delhi Daredevils vs Kolkata Knight Riders,Feroz Shah Kotla, Delhi,League,
